,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,-0.1691518480088733,0.6963249516441006,0.14862237185653426,0.037437646340221925,0.8293471234647706
1,-0.15987588052059093,0.22373540856031127,0.13924926483307387,0.08149129342936777,0.8322559793148029
2,-0.17743031951053706,0.710727969348659,0.17081164449585495,0.0,0.823852617970265
3,-0.1538099533315032,0.27809523809523806,0.16802882182686663,0.13133997785160575,0.8277310924369747
4,-0.1781595674384064,0.7291280148423006,0.13763508531623003,0.03251752524635331,0.8345184227537169
5,-0.18306479259513198,0.7134831460674157,0.1594775845623303,0.0,0.8329023917259212
6,-0.16244025504518508,0.1777996070726916,0.14783687778243138,0.06716529371890761,0.8154492566257272
7,-0.17395762132604237,0.7229862475442044,0.16604919976289267,0.0,0.8351648351648352
8,-0.15728199029282247,0.06640876853642819,0.15404955800790598,0.10711287909200394,0.826115061409179
9,-0.14313503511911285,0.06496062992125984,0.16062591405315174,0.16739364413980626,0.8290239172592114
