,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,0.16269281716019313,0.10978525993591276,0.07317423806785517,0.601288025551076,0.6337115072933549
1,0.19879033963541004,0.1787657259435566,0.0636363636363636,0.5862676056338029,0.640194489465154
2,0.24394113638299683,0.20504912324337768,0.19130380999505203,0.4655047712372553,0.6434359805510534
3,0.13114012001263292,0.09088428568180268,0.08865821492384918,0.656690092324652,0.640194489465154
4,0.1549940866573487,0.19720186542305135,0.1697486960644855,0.6517537926369696,0.6515397082658023
5,0.21028494818156665,0.11452353616532729,0.1557141441173555,0.5376427100879656,0.6434359805510534
6,0.12391272298393041,0.07733720961533286,0.158179012345679,0.7141156462585034,0.6823338735818476
7,0.18202042889994116,0.11710511710511717,0.25336927223719674,0.5608598044022398,0.676948051948052
8,0.19094546847728916,0.13708852995297482,0.14415573278449534,0.5579481620183305,0.6282467532467533
9,0.19238368959942517,0.11582509109838625,0.09122203098106718,0.5430887372013652,0.6233766233766234
