,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,0.17653719608597188,0.10932721712538228,0.18430132259919496,0.5274235058621676,0.6418152350081038
1,0.21961045552594846,0.1636257480659758,0.07690108633504855,0.5025150905432596,0.6596434359805511
2,0.21586165772212282,0.12706043956043955,0.21761378938863452,0.4539969834087481,0.6175040518638574
3,0.13116117486051163,0.0964618401699624,0.04083087261989604,0.6195144296839212,0.6256077795786061
4,0.14527470164498446,0.1424887169568021,0.19840121811952793,0.634237453305181,0.6661264181523501
5,0.19939988508437786,0.16250917094644168,0.17851124987610267,0.5149350313195631,0.6564019448946515
6,0.14362587140119207,0.0748756218905473,0.12669753086419744,0.613407029478458,0.6661264181523501
7,0.2249852933311942,0.12244897959183676,0.1340007701193685,0.44557195571955716,0.6655844155844156
8,0.2248307862585671,0.13853367433930097,0.1059782608695653,0.44932749452611825,0.6347402597402597
9,0.23143735669227278,0.15312440464850446,0.03126792885829033,0.47356150555208376,0.6136363636363636
