,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,-0.10314685314685315,0.21153846153846156,0.12068965517241381,0.650887573964497,0.4189189189189189
1,-0.018768328445747773,0.17211328976034856,0.1741071428571428,0.9392789373814042,0.4391891891891892
2,-0.0719105455947561,0.2467105263157895,0.15714285714285725,0.7438186813186813,0.5135135135135135
3,-0.021446078431372556,0.24038461538461536,0.33333333333333337,0.86328125,0.3741496598639456
4,-0.09634684865515858,0.18681318681318676,0.16666666666666674,0.6072013093289689,0.46938775510204084
5,-0.08823529411764705,0.10096153846153844,0.25,0.6538461538461539,0.42857142857142855
6,-0.13873626373626372,0.20175438596491227,0.07602339181286544,0.5429864253393666,0.40816326530612246
7,-0.06924929747089523,0.39160839160839156,0.2592592592592593,0.6663442940038685,0.4217687074829932
8,-0.01567010309278352,0.125,0.16249999999999998,0.902061855670103,0.4897959183673469
9,0.02588383838383837,0.06722689075630256,0.25274725274725274,0.849264705882353,0.46938775510204084
