,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,-0.01835664335664336,0.39705882352941174,0.46153846153846156,0.8990384615384616,0.5608108108108109
0,-0.021853146853146876,0.35672514619883045,0.46153846153846156,0.8931623931623931,0.5540540540540541
0,-0.031468531468531485,0.27777777777777773,0.46153846153846156,0.846153846153846,0.5608108108108109
0,0.0008741258741258584,0.3092105263157895,0.08620689655172409,0.9952153110047848,0.5202702702702703
0,-0.025349650349650338,0.26666666666666666,0.5384615384615384,0.8884615384615385,0.5337837837837838
0,-0.05769230769230768,0.23636363636363633,0.46153846153846156,0.7692307692307693,0.5608108108108109
0,0.006993006993006978,0.41414141414141414,0.46153846153846156,0.9669421487603307,0.581081081081081
0,-0.06730769230769232,0.5023923444976077,0.46153846153846156,0.7307692307692307,0.5675675675675675
0,-0.07692307692307693,0.2272727272727273,0.46153846153846156,0.6923076923076923,0.5743243243243243
0,-0.09965034965034963,0.27777777777777773,0.46153846153846156,0.6346153846153847,0.5675675675675675
0,-0.09003496503496503,0.16228070175438603,0.46153846153846156,0.6698717948717949,0.5472972972972973
0,-0.01573426573426573,0.3363636363636363,0.47115384615384615,0.9307692307692308,0.5472972972972973
0,-0.0026223776223776307,0.34920634920634924,0.46153846153846156,0.9871794871794871,0.5878378378378378
0,-0.021853146853146876,0.2982456140350877,0.46153846153846156,0.8931623931623931,0.5608108108108109
0,-0.08653846153846154,0.1657754010695187,0.46153846153846156,0.6538461538461539,0.5472972972972973
0,-0.031468531468531485,0.4444444444444445,0.47115384615384615,0.846153846153846,0.5608108108108109
0,-0.131993006993007,0.26244343891402716,0.46153846153846156,0.5532544378698224,0.5608108108108109
0,-0.044580419580419584,0.4315789473684211,0.47115384615384615,0.8038461538461539,0.5675675675675675
0,-0.10314685314685315,0.31538461538461543,0.47115384615384615,0.650887573964497,0.5405405405405406
0,-0.0506993006993007,0.4027777777777778,0.4807692307692307,0.7521367521367521,0.5472972972972973
0,-0.07342657342657341,0.32499999999999996,0.46153846153846156,0.676923076923077,0.5540540540540541
0,-0.1223776223776224,0.2820512820512821,0.46153846153846156,0.5857988165680473,0.5608108108108109
0,0.006993006993006978,0.41414141414141414,0.46153846153846156,0.9669421487603307,0.5608108108108109
0,-0.05419580419580419,0.46666666666666673,0.5,0.7615384615384615,0.5472972972972973
0,-0.021853146853146876,0.40935672514619886,0.46153846153846156,0.8931623931623931,0.5675675675675675
0,-0.07954545454545456,0.282051282051282,0.5384615384615384,0.611111111111111,0.5472972972972973
0,-0.041083916083916094,0.26143790849673204,0.5172413793103448,0.7991452991452991,0.5135135135135135
0,-0.03496503496503495,0.2,0.48275862068965514,0.8461538461538463,0.5405405405405406
0,-0.021853146853146876,0.40935672514619886,0.4807692307692307,0.8931623931623931,0.5540540540540541
0,-0.0026223776223776307,0.39682539682539686,0.46153846153846156,0.9871794871794871,0.581081081081081
1,0.06959921798631477,0.17500000000000004,0.16666666666666663,0.6763636363636363,0.6216216216216216
1,0.07702834799608996,0.09774436090225563,0.06810035842293904,0.6229665071770334,0.6081081081081081
1,0.08778103616813296,0.2142857142857143,0.1684587813620072,0.5918181818181818,0.5945945945945946
1,0.05141739980449658,0.21666666666666673,0.12365591397849462,0.7609090909090909,0.6013513513513513
1,0.1133919843597263,0.12631578947368416,0.2063492063492064,0.4449760765550239,0.6081081081081081
1,0.08778103616813296,0.1214285714285715,0.07885304659498205,0.5918181818181818,0.6216216216216216
1,0.06627565982404693,0.12698412698412703,0.06944444444444442,0.6575757575757575,0.6013513513513513
1,0.04809384164222874,0.18055555555555558,0.05734767025089604,0.7515151515151515,0.6013513513513513
1,0.0911045943304008,0.125,0.05734767025089604,0.6148760330578512,0.6013513513513513
1,0.05884652981427177,0.15131578947368418,0.16666666666666663,0.7119617224880382,0.6081081081081081
1,0.08778103616813296,0.07142857142857145,0.13440860215053763,0.5918181818181818,0.6148648648648649
1,0.05884652981427177,0.15131578947368418,0.1792114695340502,0.7119617224880382,0.6013513513513513
1,0.1018572825024438,0.07933130699088146,0.04659498207885304,0.5881422924901185,0.5945945945945946
1,0.10596285434995113,0.07576181157394464,0.2063492063492064,0.5072727272727272,0.6351351351351351
1,0.06627565982404693,0.12698412698412703,0.09523809523809523,0.6575757575757575,0.6216216216216216
1,0.06627565982404693,0.12698412698412703,0.09523809523809523,0.6575757575757575,0.5878378378378378
1,0.07702834799608996,0.09774436090225563,0.09523809523809523,0.6229665071770334,0.6013513513513513
1,0.09853372434017596,0.09523809523809529,0.06944444444444442,0.5636363636363636,0.6013513513513513
1,0.07702834799608996,0.09774436090225563,0.06944444444444442,0.6229665071770334,0.6081081081081081
1,0.0737047898338221,0.08823529411764708,0.09523809523809523,0.5967914438502674,0.6216216216216216
1,0.10928641251221899,0.07159624413145539,0.09523809523809523,0.5380165289256198,0.6351351351351351
1,0.08778103616813296,0.07142857142857145,0.2063492063492064,0.5918181818181818,0.6148648648648649
1,0.0844574780058651,0.05555555555555558,0.2063492063492064,0.5636363636363636,0.6148648648648649
1,0.043988269794721396,0.17619047619047618,0.06810035842293904,0.8051948051948052,0.6081081081081081
1,0.062170087976539584,0.19047619047619052,0.06810035842293904,0.7246753246753247,0.6081081081081081
1,0.08778103616813296,0.07142857142857145,0.2777777777777778,0.5918181818181818,0.6013513513513513
1,0.04066471163245358,0.14035087719298245,0.14930555555555558,0.800956937799043,0.5743243243243243
1,0.05884652981427177,0.15131578947368418,0.18055555555555558,0.7119617224880382,0.5878378378378378
1,0.05552297165200393,0.15966386554621853,0.09523809523809523,0.6962566844919785,0.6148648648648649
1,0.09521016617790813,0.19298245614035087,0.2063492063492064,0.5339712918660287,0.6148648648648649
2,-0.13360323886639675,0.23809523809523808,0.23571428571428565,0.3653846153846154,0.5743243243243243
2,-0.11818006554848659,0.36923076923076925,0.14444444444444438,0.4818258664412511,0.5878378378378378
2,-0.09851551956815113,0.3714285714285715,0.11428571428571432,0.4384615384615385,0.5878378378378378
2,-0.18623481781376516,0.30476190476190473,0.3555555555555556,0.2923076923076923,0.5675675675675675
2,-0.05455947561210718,0.3363636363636363,0.25555555555555554,0.689010989010989,0.5743243243243243
2,-0.16213610950453056,0.1923076923076923,0.2857142857142857,0.2890955198647507,0.5878378378378378
2,-0.15114709851551955,0.3406593406593407,0.19444444444444442,0.3372781065088758,0.5945945945945946
