,stop,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,0,-0.15133367920140256,0.30295202952029515,0.15436649718290507,0.17855408817246063,0.8348416289592758
0,0,-0.16091101007990435,0.26579925650557623,0.16052586057775473,0.11678399114134304,0.8403361344537816
0,0,-0.12819778882965405,0.23308270676691736,0.17081164449585487,0.2910565888405223,0.832902391725921
0,0,-0.16157234924245398,0.20577933450087568,0.1494727467767724,0.16101223204224877,0.8274078862314158
0,0,-0.18292420966062403,0.06487293923815682,0.15167192662588272,0.08942319442747156,0.8380736910148673
0,0,-0.17006482552115107,0.20640569395017785,0.1615555066402524,0.1172969821259827,0.8341952165481575
0,0,-0.14828552736614029,0.14676616915422888,0.1701676826903687,0.19134590206860444,0.8228829993535878
0,0,-0.15493278651173387,0.48040152963671134,0.1541444378581307,0.13320586360739325,0.839043309631545
0,0,-0.1260197357847707,0.2868988391376452,0.14626072345453386,0.3099479019994367,0.8277310924369746
0,0,-0.1512568625302803,0.06203007518796988,0.1647326902338498,0.15984205117109326,0.832902391725921
1,200,-0.11557375338414017,0.3402698790555823,0.14124439739667013,0.38142950571437567,0.8366731307907778
1,200,-0.1255322351193121,0.1321734103650493,0.1512715256279489,0.315739140152469,0.8371363930187459
1,200,-0.10035048958221521,0.2898191328642375,0.16106350330164176,0.4556280773328808,0.8316418875242404
1,200,-0.13731632177296713,0.23604514161217385,0.14325082140857232,0.2851692529701359,0.8314264167205342
1,200,-0.15505381447559274,0.18101516512706914,0.149412149426032,0.22917698588598553,0.835477267830209
1,200,-0.151711862469955,0.19952700939299206,0.16132814831119918,0.23178336796861249,0.8328162034044387
1,200,-0.1019715251560688,0.07163659440059737,0.16767017750683813,0.42462385424243126,0.8244559362206422
1,200,-0.15466412242728034,0.5148383115533166,0.15022064150694855,0.15503278913060486,0.8396897220426631
1,200,-0.11117561134146908,0.2863038653845098,0.1459446402531344,0.401044385998784,0.832051282051282
1,200,-0.13238765332911337,0.08074227886368204,0.16069485274203638,0.26987271255037265,0.8366192630898512
2,400,-0.1031702088327549,0.3389489624283954,0.1386312934015196,0.45279331078040724,0.8357897004955827
2,400,-0.11567833008704535,0.1749316038262279,0.14814622614311249,0.36484997983706297,0.8338504632622279
2,400,-0.08881653487900579,0.310682576252621,0.15680105277720008,0.5141170639694875,0.8317280758457228
2,400,-0.12453028659075954,0.3297765253082111,0.13100437859682498,0.3470194441444279,0.8311463046757165
2,400,-0.1493397216499696,0.22043751431841965,0.14542013345796817,0.2571386393775177,0.8344968756733463
2,400,-0.1396989012393741,0.2815147810451239,0.1515676865507374,0.29206293089349283,0.8310062486533073
2,400,-0.09425801551051385,0.08140732070444527,0.16570276265376085,0.47255147764437017,0.823637147166559
2,400,-0.15164331282752336,0.5284187070920604,0.14678423236514515,0.16669074264126502,0.8400021547080369
2,400,-0.10627523669727391,0.27860524611309734,0.14623004118118946,0.4284892960294942,0.8336134453781513
2,400,-0.1214300032055574,0.12308639694762814,0.155778908700555,0.32870827393609053,0.835477267830209
3,600,-0.09828869846267604,0.3422614553828164,0.13609262040259823,0.469726445245977,0.8360913596207713
3,600,-0.11027460153916482,0.17254150032438828,0.15115032001383846,0.38016579370221043,0.8312324929971988
3,600,-0.08464301048338045,0.309719576231866,0.1573072878925874,0.5263298741630702,0.8290346907993965
3,600,-0.11632830917116575,0.3361244811997351,0.12989994670120966,0.38679903988053815,0.8295949148890324
3,600,-0.14528244501771992,0.21503123605341648,0.14501640716506198,0.26986793104381707,0.8339474251238956
3,600,-0.13038697110967787,0.33232408966476734,0.14566038105021156,0.3274256099322345,0.8300043094160742
3,600,-0.08973750566022386,0.07442759381973275,0.16883811355680678,0.49316004943803576,0.8228506787330316
3,600,-0.14413780663780665,0.5545438930114914,0.1415168280313508,0.18687295908720714,0.8409179056237879
3,600,-0.10639587998528567,0.29714682781514884,0.14266442630285303,0.43022405935565955,0.8348093083387201
3,600,-0.11025924438114483,0.13221557241889725,0.15363848551548903,0.3782909013127721,0.835369532428356
4,800,-0.09399233127005144,0.3284834069051001,0.1367136044081134,0.4864703370986065,0.8353803059685414
4,800,-0.10507789890314695,0.142912934023373,0.15685290895462148,0.40074248919112343,0.8304244774833011
4,800,-0.07519529619425859,0.3335486770214588,0.15119717476082525,0.5770923830781659,0.8262335703512174
4,800,-0.11199123277165554,0.33910884803501523,0.13002057738107284,0.4075984131820888,0.8280650721827192
4,800,-0.13901278413449836,0.25213689191495836,0.1405564964866763,0.29328813830300404,0.8329778065072181
4,800,-0.11863412543005576,0.3830048909038048,0.13601692469489082,0.38130704906787993,0.8287868993751346
4,800,-0.08190348909869229,0.07578161817309464,0.16894710989084852,0.5276177367679505,0.8232708468002585
4,800,-0.13701678438520543,0.5862002344938365,0.1352614766515181,0.22101516135163168,0.8404977375565609
4,800,-0.10138586209236464,0.2871926748175159,0.14485279760968353,0.4478290080190005,0.8348739495798317
4,800,-0.10634789630224754,0.13427146748260418,0.1533820582137986,0.3862933865787117,0.8351432880844645
5,1000,-0.0911905017472301,0.3405578413837664,0.13522493251387369,0.49280674395955965,0.8353372118078001
5,1000,-0.09807256154137436,0.14668400108967225,0.1588479501816295,0.42310551639124067,0.8288623141564316
