,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,0.1331560056403025,0.10941433126363476,0.07432432432432434,0.738201751622456,0.6337115072933549
0,0.16508567277699443,0.16711939745647608,0.07812985399192296,0.6620599169035644,0.6418152350081038
0,0.12350980643507242,0.11891744122471296,0.10313762037899965,0.734682638028363,0.6337115072933549
0,0.17895141648506607,0.19228196896736222,0.12679700977573316,0.6540272614622056,0.6158833063209076
0,0.13735418536085114,0.11461988304093568,0.07611059335197268,0.6813382899628253,0.6320907617504052
0,0.12772935093791393,0.09409700247396582,0.04318111214662934,0.7168801648000379,0.6045380875202593
0,0.13954407554587023,0.0954952712792434,0.045200372786579734,0.6604102217485116,0.6207455429497569
0,0.13753578601034055,0.1295795795795796,0.10810810810810811,0.7063653157570643,0.6272285251215559
0,0.1508780925522369,0.1326884920634921,0.07510096303199754,0.6634257935373177,0.6239870340356564
0,0.1446288937315729,0.13896753896753894,0.07797452625038825,0.6834537420214631,0.6256077795786061
0,0.10236935435627914,0.08111723052714398,0.08473128300714505,0.7508773754126913,0.6272285251215559
0,0.1285946246207751,0.12289156626506026,0.1216216216216216,0.7485902844492711,0.6256077795786061
0,0.0949344101183609,0.059893048128342286,0.07740278796771827,0.7689708061455274,0.6239870340356564
0,0.1013652095885143,0.07833477384039181,0.07797452625038825,0.7694438370143596,0.6207455429497569
0,0.12857325983848228,0.09451401311866436,0.04054054054054057,0.7131827280526165,0.6239870340356564
0,0.1376960218775371,0.09486854608805828,0.05405405405405406,0.6888427557572538,0.6337115072933549
0,0.1633978549758578,0.1582070707070707,0.08108108108108103,0.6694043399325668,0.6288492706645057
0,0.13178865957355895,0.11530005941770649,0.07165566153093661,0.7151400401764068,0.6304700162074555
0,0.1366705123274794,0.10907469784030116,0.07308170239204725,0.6650609979580082,0.6158833063209076
0,0.11808315173268386,0.10059472373303513,0.08861447654551102,0.710613121105817,0.6337115072933549
0,0.15678545485621503,0.12324376986975694,0.06641748131109837,0.6338165215438736,0.6175040518638574
0,0.1187668247660556,0.09363909363909362,0.10796434732604943,0.7244609665427509,0.6239870340356564
0,0.1576507285390762,0.1428214731585518,0.04175837613108335,0.677279685108244,0.6320907617504052
0,0.16980728966371833,0.13581931602985406,0.04729729729729726,0.6306691449814126,0.6239870340356564
0,0.10912062556082552,0.08571705144959102,0.09148803976390174,0.7187112763320942,0.6304700162074555
0,0.13685211297696875,0.11195609783274835,0.06345138241689963,0.6927449334452572,0.6110210696920584
0,0.15915694569072342,0.11830742659758206,0.03471575023299156,0.6426669864492145,0.6337115072933549
0,0.13229073195744134,0.10122282608695651,0.10135135135135143,0.7048899056334,0.6288492706645057
0,0.14125325812929967,0.10897416753770348,0.03471575023299156,0.6984286268159737,0.6320907617504052
0,0.15949878220740932,0.164021164021164,0.08473128300714505,0.6509083257347268,0.6320907617504052
1,0.10734678340312148,0.22973856209150328,0.13008463008463012,0.7663628831814415,0.6580226904376013
1,0.11179841813644631,0.22133464421777066,0.13022113022113024,0.7643742200035657,0.6450567260940032
1,0.10620479634564145,0.17592592592592593,0.0636090636090636,0.7816901408450704,0.653160453808752
1,0.12525906187878016,0.1574221413957717,0.08782161234991426,0.7487273035805193,0.653160453808752
1,0.12277418263333756,0.18577235772357725,0.10348770726129208,0.7507085194091377,0.6547811993517018
1,0.14100367973607408,0.16790736145574858,0.08833619210977695,0.6990113759479957,0.6482982171799028
