,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,-0.10550458715596334,0.21589147286821703,0.18255728011825578,0.8257575757575757,0.5705024311183144
1,-0.08009683995922534,0.2893092383043405,0.2142857142857143,0.8766870684243565,0.5721231766612642
2,-0.05602886405959029,0.1813995793303394,0.2288461538461538,0.916190807799443,0.5478119935170178
3,-0.2397590961126872,0.600856072766185,0.39841269841269833,0.6433172898926325,0.5235008103727715
4,-0.19984330112300858,0.6970284237726099,0.28470588235294114,0.7084952380952382,0.546191247974068
5,-0.1284145238402895,0.31228826609177696,0.25116279069767444,0.8022996737487068,0.5324675324675324
6,-0.2098997493734336,0.7214207947740882,0.3183125599232982,0.6940639269406392,0.5243506493506493
7,-0.09432240401538361,0.2322485207100592,0.1716312056737589,0.8613984674329502,0.551948051948052
8,-0.14134246798792927,0.5575065847234415,0.375,0.7770200720535254,0.5178571428571429
9,-0.16748366013071891,0.48791621911922667,0.27920227920227914,0.7381864623243934,0.5340909090909091
