,stat_par,eq_odds,zero_one_loss,disp_imp,acc
0,-0.2441662615459407,0.12803486200456526,0.36274509803921573,0.2965686274509804,0.6931216931216931
1,-0.29242731575388775,0.5161290322580645,0.20460704607046076,0.03781979977753059,0.6613756613756614
2,-0.2737373737373737,0.43778801843317966,0.40909090909090906,0.20527859237536655,0.6772486772486772
3,-0.3547619047619048,0.23222540171692713,0.40909090909090906,0.1902173913043478,0.6666666666666666
4,-0.3022312373225152,0.46875,0.2987012987012987,0.036637931034482756,0.6190476190476191
5,-0.3979742801866394,0.40598669623059863,0.40909090909090906,0.12618690654672662,0.6595744680851063
6,-0.2972727272727273,0.23837209302325582,0.45238095238095233,0.07102272727272728,0.6595744680851063
7,-0.2632831086439334,0.08556547619047619,0.36904761904761907,0.2261072261072261,0.7074468085106383
8,-0.2895244580637839,0.1674765706351961,0.22077922077922074,0.10428370786516852,0.7127659574468085
9,-0.2756167527251865,0.25,0.1777777777777778,0.148830616583983,0.6382978723404256
